"Comune";"Vino";"Atto";"Gazzetta Ufficiale";"Latitudine";"Longitudine";
"Ponzano Veneto";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.7157010";"12.2026929";
"Portobuffolè";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.8562355";"12.5377327";
"Possagno";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.8534444";"11.8742407";
"Povegliano";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.7610940";"12.2037683";
"Preganziol";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.6022462";"12.2351883";
"Quinto di Treviso";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.6460120";"12.1672350";
"Refrontolo";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.9250185";"12.2100185";
"Resana";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.6336120";"11.9555030";
"Revine Lago";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.9914259";"12.2287592";
"Riese Pio X";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.7300185";"11.9200000";
"Roncade";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.6280609";"12.3747990";
"Salgareda";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.7044850";"12.4921750";
"San Biagio di Callalta";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.6854522";"12.3772170";
"San Fior";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.9209530";"12.3574120";
"San Pietro di Feletto";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.9163513";"12.2507734";
"San Polo di Piave";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.7925185";"12.3943888";
"San Vendemiano";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.8867406";"12.3516602";
"San Zenone degli Ezzelini";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.7814259";"11.8382962";
"Santa Lucia di Piave";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.8450590";"12.2808070";
"Sarmede";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.9776666";"12.3853333";
"Segusino";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.9179814";"11.9567407";
"Sernaglia della Battaglia";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.8754964";"12.1316081";
"Silea";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.6546710";"12.2968410";
"Spresiano";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.7794590";"12.2561040";
"Susegana";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.8519560";"12.2507649";
"Tarzo";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.9728333";"12.2340740";
"Trevignano";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.7433793";"12.0927416";
"Treviso";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.6662855";"12.2420720";
"Valdobbiadene";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.9013332";"11.9954402";
"Vazzola";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.8427961";"12.3843074";
"Vedelago";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.6866040";"12.0179040";
"Vidor";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.8615074";"12.0387297";
"Villorba";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.7136680";"12.2600845";
"Vittorio Veneto";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.9798115";"12.3033131";
"Volpago del Montello";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.7782962";"12.1154814";
"Zenson di Piave";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.6782360";"12.4895490";
"Zero Branco";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.6026666";"12.1662592";
"Annone Veneto";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.7940990";"12.6835270";
"Campagna Lupia";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.3558240";"12.0962810";
"Campolongo Maggiore";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.3228420";"12.0450839";
"Camponogara";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.3834090";"12.0723980";
"Caorle";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.5948518";"12.8707962";
"Cavallino-Treporti";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"40.3136111";"182012592";
"Cavarzere";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.1345079";"12.0808623";
"Ceggia";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.6864259";"12.6392407";
"Chioggia";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.2170993";"12.2788154";
"Cinto Caomaggiore";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.8300185";"12.7836111";
"Cona";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.1858744";"12.0194535";
"Concordia Sagittaria";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.7569180";"12.8443170";
"Dolo";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.4261815";"12.0744548";
"Eraclea";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.5785804";"12.6781041";
"Fiesso d'Artico";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.4175000";"12.0347037";
"Fossalta di Piave";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.6439680";"12.5118480";
"Fossalta di Portogruaro";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.7923770";"12.9086360";
"Fossò";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.3862777";"12.0504814";
"Gruaro";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.8326666";"12.8461111";
"Jesolo";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.5365852";"12.6393309";
"Marcon";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.5615912";"12.2981034";
"Martellago";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.5460521";"12.1602063";
"Meolo";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.6201970";"12.4525790";
"Mira";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.4368092";"12.1312599";
"Mirano";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.4922312";"12.1082797";
"Musile di Piave";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.6178148";"12.5650000";
"Noale";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.5504814";"12.0722037";
"Noventa di Piave";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.6607962";"12.5347037";
"Pianiga";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.4561290";"12.0309340";
"Portogruaro";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.7750301";"12.8378287";
"Pramaggiore";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.8153148";"12.7372037";
"Quarto d'Altino";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.5787777";"12.3728333";
"Salzano";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.5209310";"12.1056333";
"San Donà di Piave";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.6319754";"12.5662747";
"San Michele al Tagliamento";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.7641516";"12.9949504";
"Santa Maria di Sala";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.5044042";"12.0350483";
"Santo Stino di Livenza";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.7315843";"12.6836963";
"Scorzè";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.5713997";"12.1079870";
"Spinea";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.4903518";"12.1681244";
"Stra";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.4061670";"12.0152170";
"Teglio Veneto";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.8154010";"12.8846050";
"Torre di Mosto";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.6861111";"12.7039074";
"Venezia";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.4343363";"12.3387844";
"Vigonovo";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.3893895";"12.0062515";
"Agugliaro";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.3264259";"11.5853333";
"Albettone";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.3578148";"11.5828148";
"Alonte";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.3668888";"11.4281296";
"Altavilla Vicentina";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.5119350";"11.4603710";
"Altissimo";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.6153968";"11.2526787";
"Arcugnano";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.4951612";"11.5514699";
"Arsiero";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.8039259";"11.3553333";
"Arzignano";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.5193876";"11.3395840";
"Asiago";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.8761111";"11.5087777";
"Asigliano Veneto";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.3056296";"11.4475185";
"Barbarano Vicentino";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.4092849";"11.5422380";
"Bassano del Grappa";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.7666080";"11.7339608";
"Bolzano Vicentino";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.6027979";"11.6231020";
"Breganze";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.7080607";"11.5647946";
"Brendola";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.4724113";"11.4461293";
"Bressanvido";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.6442671";"11.6314917";
"Brogliano";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.5890414";"11.3670530";
"Caldogno";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.6087592";"11.5039259";
"Caltrano";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.7743815";"11.4530195";
"Calvene";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.7686559";"11.5147115";
"Camisano Vicentino";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.5180370";"11.7085080";
"Campiglia dei Berici";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.3357962";"11.5434444";
"Campolongo sul Brenta";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.8281481";"11.7018888";
"Carrè";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.7498703";"11.4589259";
"Cartigliano";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.7139074";"11.6967407";
"Cassola";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.7326650";"11.7962910";
"Castegnero";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.4376803";"11.6011179";
"Castelgomberto";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.5859629";"11.3967222";
"Chiampo";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.5468888";"11.2806296";
"Chiuppano";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.7648703";"11.4628333";
"Cismon del Grappa";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.9204549";"11.7294540";
"Cogollo del Cengio";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.7837957";"11.4272728";
"Conco";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.8009444";"11.6081296";
"Cornedo Vicentino";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.6140740";"11.3417407";
"Costabissara";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.5845370";"11.4882962";
"Creazzo";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.5314910";"11.4814139";
"Crespadoro";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.6218230";"11.2262338";
"Dueville";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.6364827";"11.5493575";
"Enego";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.9425000";"11.7065740";
"Fara Vicentino";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.7403354";"11.5476577";
"Foza";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.8969980";"11.6308576";
"Gallio";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.8914260";"11.5429570";
"Gambellara";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.4607962";"11.3412777";
"Gambugliano";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.5889074";"11.4397037";
"Grancona";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.4232004";"11.4528771";
"Grisignano di Zocco";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.4759444";"11.6993888";
"Grumolo delle Abbadesse";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.5204814";"11.6593888";
"Isola Vicentina";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.6292339";"11.4437200";
"Laghi";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.8246060";"11.2719590";
"Lastebasse";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.9154620";"11.2746590";
"Longare";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.4791115";"11.6085084";
"Lonigo";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.3880142";"11.3881105";
"Lugo di Vicenza";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.7464074";"11.5298703";
"Lusiana";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.7853188";"11.5753777";
"Malo";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.6612592";"11.4086111";
"Marano Vicentino";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.6940740";"11.4284629";
"Marostica";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.7446009";"11.6554899";
"Mason Vicentino";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.7195370";"11.6078148";
"Molvena";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.7449453";"11.6147050";
"Monte di Malo";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.6620555";"11.3623518";
"Montebello Vicentino";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.4575185";"11.3845370";
"Montecchio Maggiore";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.5046910";"11.4058330";
"Montecchio Precalcino";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.6667407";"11.5647037";
"Montegalda";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.4470313";"11.6761139";
"Montegaldella";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.4370370";"11.6717407";
"Monteviale";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.5614074";"11.4590740";
"Monticello Conte Otto";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.5942609";"11.5848712";
"Montorso Vicentino";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.4918888";"11.3612592";
"Mossano";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.4194534";"11.5556874";
"Mussolente";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.7801666";"11.8073703";
"Nanto";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.4345797";"11.5780289";
"Nogarole Vicentino";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.5611045";"11.2897544";
"Nove";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.7231296";"11.6787592";
"Noventa Vicentina";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.2905680";"11.5400670";
"Orgiano";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.3489259";"11.4642407";
"Pedemonte";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.9087778";"11.3071295";
"Pianezze";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.7407962";"11.6279814";
"Piovene Rocchette";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.7586111";"11.4359444";
"Poiana Maggiore";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.2914259";"11.5036111";
"Posina";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.7916795";"11.2632067";
"Pove del Grappa";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.7992407";"11.7309444";
"Pozzoleone";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.6489001";"11.6792475";
"Quinto Vicentino";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.5733360";"11.6268790";
"Recoaro Terme";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.7051666";"11.2256481";
"Roana";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.8759927";"11.4631317";
"Romano d'Ezzelino";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.7962711";"11.7583120";
"Rosà";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.7276680";"11.7632150";
"Rossano Veneto";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.7067222";"11.8070370";
"Rotzo";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.8628148";"11.3973703";
"Salcedo";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.7578827";"11.5682402";
"San Germano dei Berici";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.4020182";"11.4706939";
"San Nazario";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.8404814";"11.6906296";
"San Pietro Mussolino";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.5864074";"11.2597037";
"San Vito di Leguzzano";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.6893110";"11.3737722";
"Sandrigo";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.6606657";"11.6031127";
"Santorso";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.7361111";"11.3928148";
"Sarcedo";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.7027760";"11.5304227";
"Sarego";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.4074536";"11.4050722";
"Schiavon";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.6973703";"11.6461111";
"Schio";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.7134629";"11.3584444";
"Solagna";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.8201666";"11.7164074";
"Sossano";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.3612592";"11.5131481";
"Sovizzo";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.5276666";"11.4472037";
"Tezze sul Brenta";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.6844897";"11.7036109";
"Thiene";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.7098703";"11.4806296";
"Tonezza del Cimone";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.8555500";"11.3471730";
"Torrebelvicino";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.7178333";"11.3206481";
"Torri di Quartesolo";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.5230872";"11.6096963";
"Trissino";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.5622037";"11.3728333";
"Valdagno";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.6501997";"11.3009245";
"Valdastico";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.8876666";"11.3626666";
"Valli del Pasubio";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.7417222";"11.2628333";
"Valstagna";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.8552730";"11.6623580";
"Velo d'Astico";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.7900493";"11.3663230";
"Vicenza";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.5459053";"11.5403070";
"Villaga";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.4033600";"11.5332522";
"Villaverla";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.6526666";"11.4884629";
"Zanè";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.7219910";"11.4563900";
"Zermeghedo";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.4759514";"11.3706459";
"Zovencedo";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.4295555";"11.5042222";
"Zugliano";"Prosecco";"D. M. 15/10/2010";"n. 263 del 10/11/2010";"45.7307962";"11.5250000";
"Campagna Lupia";"Riviera del Brenta";"D. M. 18/10/2007";"n. 251 del 27/10/2007";"45.3558240";"12.0962810";
"Campolongo Maggiore";"Riviera del Brenta";"D. M. 18/10/2007";"n. 251 del 27/10/2007";"45.3228420";"12.0450839";
"Camponogara";"Riviera del Brenta";"D. M. 18/10/2007";"n. 251 del 27/10/2007";"45.3834090";"12.0723980";
"Dolo";"Riviera del Brenta";"D. M. 18/10/2007";"n. 251 del 27/10/2007";"45.4261815";"12.0744548";
"Fiesso d'Artico";"Riviera del Brenta";"D. M. 18/10/2007";"n. 251 del 27/10/2007";"45.4175000";"12.0347037";
"Fossò";"Riviera del Brenta";"D. M. 18/10/2007";"n. 251 del 27/10/2007";"45.3862777";"12.0504814";
"Martellago";"Riviera del Brenta";"D. M. 18/10/2007";"n. 251 del 27/10/2007";"45.5460521";"12.1602063";
"Mira";"Riviera del Brenta";"D. M. 18/10/2007";"n. 251 del 27/10/2007";"45.4368092";"12.1312599";
"Mirano";"Riviera del Brenta";"D. M. 18/10/2007";"n. 251 del 27/10/2007";"45.4922312";"12.1082797";
"Noale";"Riviera del Brenta";"D. M. 18/10/2007";"n. 251 del 27/10/2007";"45.5504814";"12.0722037";
"Pianiga";"Riviera del Brenta";"D. M. 18/10/2007";"n. 251 del 27/10/2007";"45.4561290";"12.0309340";
"Salzano";"Riviera del Brenta";"D. M. 18/10/2007";"n. 251 del 27/10/2007";"45.5209310";"12.1056333";
"Santa Maria di Sala";"Riviera del Brenta";"D. M. 18/10/2007";"n. 251 del 27/10/2007";"45.5044042";"12.0350483";
"Scorzè";"Riviera del Brenta";"D. M. 18/10/2007";"n. 251 del 27/10/2007";"45.5713997";"12.1079870";
"Spinea";"Riviera del Brenta";"D. M. 18/10/2007";"n. 251 del 27/10/2007";"45.4903518";"12.1681244";
"Stra";"Riviera del Brenta";"D. M. 18/10/2007";"n. 251 del 27/10/2007";"45.4061670";"12.0152170";
"Venezia";"Riviera del Brenta";"D. M. 18/10/2007";"n. 251 del 27/10/2007";"45.4343363";"12.3387844";
"Vigonovo";"Riviera del Brenta";"D. M. 18/10/2007";"n. 251 del 27/10/2007";"45.3893895";"12.0062515";
"Borgoricco";"Riviera del Brenta";"D. M. 18/10/2007";"n. 251 del 27/10/2007";"45.5362777";"11.9422037";
"Cadoneghe";"Riviera del Brenta";"D. M. 18/10/2007";"n. 251 del 27/10/2007";"45.4481543";"11.9092375";
"Campo San Martino";"Riviera del Brenta";"D. M. 18/10/2007";"n. 251 del 27/10/2007";"45.5455848";"11.8116286";
"Campodarsego";"Riviera del Brenta";"D. M. 18/10/2007";"n. 251 del 27/10/2007";"45.5026886";"11.9075902";
"Camposampiero";"Riviera del Brenta";"D. M. 18/10/2007";"n. 251 del 27/10/2007";"45.5693888";"11.9364074";
"Curtarolo";"Riviera del Brenta";"D. M. 18/10/2007";"n. 251 del 27/10/2007";"45.5228330";"11.8323990";
"Limena";"Riviera del Brenta";"D. M. 18/10/2007";"n. 251 del 27/10/2007";"45.4732962";"11.8448703";
"Loreggia";"Riviera del Brenta";"D. M. 18/10/2007";"n. 251 del 27/10/2007";"45.5950000";"11.9462777";
"Massanzago";"Riviera del Brenta";"D. M. 18/10/2007";"n. 251 del 27/10/2007";"45.5573703";"12.0084629";
"Noventa Padovana";"Riviera del Brenta";"D. M. 18/10/2007";"n. 251 del 27/10/2007";"45.4153333";"11.9520370";
"Padova";"Riviera del Brenta";"D. M. 18/10/2007";"n. 251 del 27/10/2007";"45.4095683";"11.8765886";
"Piove di Sacco";"Riviera del Brenta";"D. M. 18/10/2007";"n. 251 del 27/10/2007";"45.2961677";"12.0348270";
"San Giorgio delle Pertiche";"Riviera del Brenta";"D. M. 18/10/2007";"n. 251 del 27/10/2007";"45.5409390";"11.9094370";
"San Giorgio in Bosco";"Riviera del Brenta";"D. M. 18/10/2007";"n. 251 del 27/10/2007";"45.5906300";"11.8066210";
"Santa Giustina in Colle";"Riviera del Brenta";"D. M. 18/10/2007";"n. 251 del 27/10/2007";"45.5632826";"11.9066793";
"Sant'Angelo di Piove di Sacco";"Riviera del Brenta";"D. M. 18/10/2007";"n. 251 del 27/10/2007";"45.3475010";"12.0021860";
